SubjectID,SubjectName,TrainCount,DevCount,TestCount,TotalCount,PresentInSplits
gnd:4027503-6,Interview,26,5,14,45,3
gnd:4030653-7,Kindeswohl,31,1,13,45,3
gnd:4030720-7,Kirchengeschichte,28,3,14,45,3
gnd:4114279-2,Konservierung,37,6,2,45,3
gnd:4209132-9,Kryptosystem,33,10,2,45,3
gnd:4137718-7,Körperbild,29,2,14,45,3
gnd:4167882-5,Literaturproduktion,20,8,17,45,3
gnd:4512697-5,Materialität,37,5,3,45,3
gnd:4832365-2,Modellgetriebene Entwicklung,36,5,4,45,3
gnd:4041425-5,Naturwissenschaftlicher Unterricht,28,6,11,45,3
gnd:4042907-6,Oberfläche,35,8,2,45,3
gnd:4546126-0,PHP,32,10,3,45,3
gnd:4428936-4,Postkoloniale Literatur,29,2,14,45,3
gnd:4263396-5,Quantenpunkt,31,10,4,45,3
gnd:4627581-2,Reelle Analysis,30,3,12,45,3
gnd:4128844-0,Sammlung,31,11,3,45,3
gnd:4054679-2,Sexualerziehung,28,4,13,45,3
gnd:4055892-7,Sozialrecht,30,3,12,45,3
gnd:4215161-2,Technologiemanagement,28,7,10,45,3
gnd:4059766-0,Theologische Anthropologie,28,5,12,45,3
gnd:4299127-4,Umweltbilanz,33,8,4,45,3
gnd:4078520-8,Umweltethik,27,4,14,45,3
gnd:1031114947,Wissenschaftskommunikation,24,7,14,45,3
gnd:4043181-2,Öffentliches Recht,33,6,6,45,3
gnd:4334479-3,Alternde Bevölkerung,24,9,11,44,3
gnd:4002145-2,Anorganische Chemie,31,10,3,44,3
gnd:4003338-7,Asylrecht,23,6,15,44,3
gnd:4003423-9,Atomphysik,25,13,6,44,3
gnd:4145597-6,Bioenergieerzeugung,34,8,2,44,3
gnd:4112846-1,Bürgerliche Gesellschaft,26,8,10,44,3
gnd:4070044-6,Cluster-Analyse,27,12,5,44,3
gnd:4010449-7,Computeralgebra,38,3,3,44,3
gnd:4673954-3,Content Management,32,9,3,44,3
gnd:4012005-3,Dezentralisation,28,7,9,44,3
gnd:7542254-2,E-Health,25,11,8,44,3
gnd:4121178-9,Elektrizitätsversorgungsnetz,27,13,4,44,3
gnd:4014988-2,Enzym,30,10,4,44,3
gnd:4015249-2,Ergonomie,35,3,6,44,3
gnd:4152975-3,Erzähltheorie,30,5,9,44,3
gnd:4130684-3,Geomorphologie,36,5,3,44,3
gnd:4021325-0,Glück,31,2,11,44,3
gnd:4395694-4,Grounded theory,30,3,11,44,3
gnd:4026170-0,Humor,25,6,13,44,3
gnd:4125753-4,Lernerfolg,26,8,10,44,3
gnd:4038301-5,Meer,28,12,4,44,3
gnd:4041871-6,Neurobiologie,37,6,1,44,3
gnd:1071012568,Online-Community,25,11,8,44,3
gnd:4075906-4,Parteiensystem,27,4,13,44,3
gnd:4046259-6,Plasmaphysik,29,10,5,44,3
gnd:4046559-7,Politische Sprache,26,6,12,44,3
gnd:4048780-5,Rechtschreibung,27,7,10,44,3
gnd:4335640-0,Restrukturierung,25,2,17,44,3
gnd:4049680-6,Revolution,30,1,13,44,3
gnd:4134010-3,SQL,34,6,4,44,3
gnd:4481193-7,Schreib- und Lesefähigkeit,24,5,15,44,3
gnd:4055722-4,Soziale Marktwirtschaft,33,5,6,44,3
gnd:4055764-9,Soziales System,28,7,9,44,3
gnd:4043208-7,Sozialökologie,33,8,3,44,3
gnd:4056914-7,Standardisierung,32,4,8,44,3
gnd:4728093-1,Text Mining,33,8,3,44,3
gnd:4412308-5,Totalsynthese,35,5,4,44,3
gnd:4304982-5,Umweltveränderung,31,10,3,44,3
gnd:4278451-7,Umweltüberwachung,36,4,4,44,3
gnd:4078612-2,Unternehmenssanierung,28,3,13,44,3
gnd:4061953-9,Unternehmernachfolge,23,3,18,44,3
gnd:4129047-1,Verkaufstechnik,23,7,14,44,3
gnd:4359141-3,Vernetzung,28,7,9,44,3
gnd:4079009-5,Wahlverhalten,26,5,13,44,3
gnd:4067510-5,Zeitung,29,4,11,44,3
gnd:4043212-9,Ökonometrisches Modell,30,7,7,44,3
gnd:4070813-5,Energieerzeugung,35,9,0,44,2
gnd:4000107-6,Abfallwirtschaft,28,2,13,43,3
gnd:4000732-7,Aggression,25,4,14,43,3
gnd:4120913-8,Approximationstheorie,31,9,3,43,3
gnd:4005614-4,Bergbau,33,6,4,43,3
gnd:4005979-0,Beschäftigung,24,5,14,43,3
gnd:4137568-3,Bewaffneter Konflikt,21,9,13,43,3
gnd:4482283-2,Biografisches Interview,27,4,12,43,3
gnd:4006893-6,Biopolymere,26,14,3,43,3
gnd:4011119-2,Datenbank,36,6,1,43,3
gnd:4113303-1,Diagnostik,35,2,6,43,3
gnd:4113419-9,Elektronische Schaltung,32,6,5,43,3
gnd:4015016-1,Epidemiologie,32,7,4,43,3
gnd:4124897-1,Fallstudie,25,6,12,43,3
gnd:4244141-9,Fremdenfeindlichkeit,25,4,14,43,3
gnd:4025243-7,Hochschullehrer,25,6,12,43,3
gnd:4026288-1,Hydraulik,26,8,9,43,3
gnd:7640216-2,Islamfeindlichkeit,30,5,8,43,3
gnd:1151921939,Islamisches Recht,25,4,14,43,3
gnd:4193780-6,Kognitionswissenschaft,33,5,5,43,3
gnd:4204973-8,Konzeption,24,6,13,43,3
gnd:4073781-0,Krebs (Medizin),26,4,13,43,3
gnd:4073817-6,Kriegführung,28,4,11,43,3
gnd:4037612-6,Markov-Kette,37,5,1,43,3
gnd:4134948-9,Markov-Prozess,30,8,5,43,3
gnd:7689895-7,Mobiles Endgerät,27,9,7,43,3
gnd:4036871-3,Mädchen,25,7,11,43,3
gnd:4120795-6,Neue Rechte,25,3,15,43,3
gnd:4135740-1,Neuropsychologie,30,5,8,43,3
gnd:4126142-2,Nichtlineares dynamisches System,33,8,2,43,3
gnd:4115462-9,Organisationsgestaltung,28,4,11,43,3
gnd:7590592-9,Prekariat,26,6,11,43,3
gnd:4047538-4,Protestantismus,29,1,13,43,3
gnd:4115658-4,Prüfungsvorbereitung,25,4,14,43,3
gnd:4124012-1,Quantengravitation,31,8,4,43,3
gnd:7628620-4,Queer-Theorie,33,4,6,43,3
gnd:4049600-4,Restaurierung,32,8,3,43,3
gnd:4054498-9,Semiotik,26,6,11,43,3
gnd:4139770-8,Soziale Probleme,27,6,10,43,3
gnd:4056999-8,Statistische Mechanik,30,6,7,43,3
gnd:4057447-7,Steuerpolitik,22,6,15,43,3
gnd:4058651-0,Supraleitung,31,8,4,43,3
gnd:4126945-7,Systementwicklung,29,12,2,43,3
gnd:4463409-2,Säkularismus,33,2,8,43,3
gnd:4367264-4,Testen,34,8,1,43,3
gnd:4078605-5,Unternehmenskrise,27,7,9,43,3
gnd:4062632-5,Verbraucher,29,4,10,43,3
gnd:4187680-5,Verfassungsmäßigkeit,32,3,8,43,3
gnd:4197554-6,Wissensbasiertes System,32,9,2,43,3
gnd:4066567-7,Wissenschaftler,30,4,9,43,3
gnd:4049534-6,Wissensrepräsentation,25,13,5,43,3
gnd:4141551-6,Affektive Bindung,28,4,10,42,3
gnd:4000973-7,Aktivismus,28,4,10,42,3
gnd:4128520-7,Anerkennung,22,8,12,42,3
gnd:4002818-5,Arbeitszufriedenheit,29,5,8,42,3
gnd:4005982-0,Beschäftigungspolitik,21,11,10,42,3
gnd:4006855-9,Biologieunterricht,27,7,8,42,3
gnd:4007348-8,Boden,30,3,9,42,3
gnd:4206275-5,Bodenverschmutzung,30,9,3,42,3
gnd:4128328-4,Brownsche Bewegung,32,6,4,42,3
gnd:4316104-2,Chaotisches System,27,11,4,42,3
gnd:4048717-9,Computerarchitektur,34,5,3,42,3
gnd:4224244-7,Dienstleistungsangebot,26,5,11,42,3
gnd:4230260-2,Dunkle Materie,37,3,2,42,3
gnd:4344515-9,Erwärmung (Meteorologie),32,6,4,42,3
gnd:4017212-0,Finanzverwaltung,26,3,13,42,3
gnd:4127240-7,Fremdbild,23,4,15,42,3
gnd:4556952-6,Geschlechterpolitik,33,1,8,42,3
gnd:4023744-8,Haushalt,23,9,10,42,3
gnd:4024955-4,Hinduismus,30,4,8,42,3
gnd:4025210-3,Hochhaus,30,10,2,42,3
gnd:4160783-1,Humankapital,27,6,9,42,3
gnd:4026661-8,Implementation,36,4,2,42,3
gnd:4026899-8,Information,22,14,6,42,3
gnd:4274825-2,Intelligenter Werkstoff,32,8,2,42,3
gnd:4131583-2,Kanon,30,6,6,42,3
gnd:4191569-0,Kraftfahrzeugelektronik,29,9,4,42,3
gnd:4033151-9,Kriegsverbrechen,24,7,11,42,3
gnd:4309943-9,Kulturmanagement,25,3,14,42,3
gnd:4034054-5,Lärmschutz,31,7,4,42,3
gnd:4038860-8,Metall,23,12,7,42,3
gnd:4114599-9,Militärischer Einsatz,30,4,8,42,3
gnd:4075230-6,Nationenbildung,28,5,9,42,3
gnd:4042840-0,Nutzungsänderung,32,4,6,42,3
gnd:4045570-1,Pflanzenkrankheit,26,3,13,42,3
gnd:4136709-1,Politikfeldanalyse,31,3,8,42,3
gnd:4046558-5,Politische Soziologie,30,6,6,42,3
gnd:4076334-1,Prestige,29,2,11,42,3
gnd:4176184-4,Psychische Belastung,25,8,9,42,3
gnd:4206012-6,Raumdaten,28,11,3,42,3
gnd:4076536-2,Raumwahrnehmung,31,7,4,42,3
gnd:4056588-9,SPSS,32,6,4,42,3
gnd:4054438-2,Selbstverständnis,36,3,3,42,3
gnd:4121685-4,Soziale Unterstützung,28,6,8,42,3
gnd:4057329-1,Stereotyp,27,5,10,42,3
gnd:4057931-1,Straßenverkehr,31,9,2,42,3
gnd:4058125-1,Struktur,28,7,7,42,3
gnd:4137364-9,Umweltwissenschaften,35,5,2,42,3
gnd:4117714-9,Zielgruppe,27,2,13,42,3
gnd:4704302-7,Agrarökonomie,28,1,12,41,3
gnd:4120861-4,Algebraische Topologie,26,6,9,41,3
gnd:4129906-1,Analytische Chemie,32,5,4,41,3
gnd:4003157-3,Arzt,28,4,9,41,3
gnd:4003974-2,Autonomie,31,9,1,41,3
gnd:4004450-6,Bankenaufsicht,24,7,10,41,3
gnd:4391852-9,Benutzerorientierung,29,8,4,41,3
gnd:4247482-6,Beschränkung,30,7,4,41,3
gnd:4144910-1,Besonderer Teil,20,5,16,41,3
gnd:4006294-6,Bevölkerungsökonomie,26,5,10,41,3
gnd:4006880-8,Biomechanik,29,8,4,41,3
gnd:4133806-6,Chemische Synthese,25,9,7,41,3
gnd:4321722-9,Dimension 3,32,5,4,41,3
gnd:4121202-2,Entscheidungsprozess,22,8,11,41,3
gnd:4071051-8,Evolutionstheorie,28,9,4,41,3
gnd:4193873-2,Fotokatalyse,33,7,1,41,3
gnd:4071711-2,Genetik,33,6,2,41,3
gnd:4020529-0,Geschichtsphilosophie,26,5,10,41,3
gnd:4159850-7,Hilbert-Raum,28,10,3,41,3
gnd:4027223-0,Inszenierung,23,5,13,41,3
gnd:4120506-6,Internationaler Kreditmarkt,25,8,8,41,3
gnd:4162156-6,Intervention,29,9,3,41,3
gnd:4129472-5,Kapitalgesellschaft,20,9,12,41,3
gnd:4030318-4,Kernenergie,27,11,3,41,3
gnd:4030665-3,Kinetik,27,9,5,41,3
gnd:4031178-8,Klimatologie,26,10,5,41,3
gnd:4073586-2,Kognitive Psychologie,29,6,6,41,3
gnd:4114388-7,Leiblichkeit,28,5,8,41,3
gnd:4035165-8,Leichtbau,30,8,3,41,3
gnd:4037348-4,Manipulation,26,7,8,41,3
gnd:4268208-3,Mathematica (Programm),28,5,8,41,3
gnd:4205811-9,Mikromechanik,31,5,5,41,3
gnd:4559381-4,MySQL,32,7,2,41,3
gnd:4041005-5,Mythologie,21,6,14,41,3
gnd:4314339-8,Netzwerkverwaltung,21,17,3,41,3
gnd:4046539-1,Politische Krise,22,10,9,41,3
gnd:4047056-8,Praktische Theologie,26,4,11,41,3
gnd:4138914-1,Produktionssystem,23,7,11,41,3
gnd:4047364-8,Produktivität,28,9,4,41,3
gnd:4140199-2,Psychosoziale Belastung,21,7,13,41,3
gnd:4077201-9,Schulleistung,27,5,9,41,3
gnd:4077723-6,Sprachkontakt,25,3,13,41,3
gnd:4060592-9,Tragwerk,28,6,7,41,3
gnd:4078782-5,Verbrechensopfer,29,3,9,41,3
gnd:7574511-2,Vergaberecht,22,7,12,41,3
gnd:4078859-3,Versuchsplanung,29,8,4,41,3
gnd:4127097-6,Verteilungsgerechtigkeit,29,2,10,41,3
gnd:4138921-9,Vorgeschichte,29,9,3,41,3
gnd:4064017-6,Vorschulkind,27,3,11,41,3
gnd:4064728-6,Wassergüte,31,5,5,41,3
gnd:4200787-2,Weibliche Führungskraft,22,6,13,41,3
gnd:4065837-5,Wettbewerbsfähigkeit,25,3,13,41,3
gnd:4197971-0,Wirtschaftliches Verhalten,33,3,5,41,3
gnd:4139439-2,Zwangsarbeit,18,6,17,41,3
gnd:4002581-0,Arbeiterbewegung,26,4,10,40,3
gnd:4003725-3,Ausländer,23,6,11,40,3
gnd:4194567-0,Automatisierungstechnik,27,7,6,40,3
gnd:4204326-8,Bayes-Verfahren,24,13,3,40,3
gnd:4134751-1,Berechnungskomplexität,28,9,3,40,3
gnd:4191412-0,Berühmte Persönlichkeit,25,6,9,40,3
gnd:4069418-5,Bewegungserziehung,23,4,13,40,3
gnd:4009832-1,Chemieunterricht,29,4,7,40,3
gnd:4072431-1,Heranwachsender,25,2,13,40,3
gnd:4114026-6,Insolvenzrecht,21,5,14,40,3
gnd:4125431-4,Internationales Marketing,21,8,11,40,3
gnd:4033215-9,Kristallisation,32,5,3,40,3
gnd:4034348-0,Landschaftsentwicklung,29,8,3,40,3
gnd:4167032-2,Lebensmittelanalyse,30,7,3,40,3
gnd:4037021-5,Magnetismus,23,11,6,40,3
gnd:4244347-7,Mehrschichtsystem,29,8,3,40,3
gnd:4276272-8,Menschenrechtsverletzung,31,4,5,40,3
gnd:4132793-7,Militärökonomie,28,3,9,40,3
gnd:4128192-5,Nichtlineare Optimierung,22,13,5,40,3
gnd:4134738-9,Physikalische Eigenschaft,23,13,4,40,3
gnd:4129503-1,Politische Ethik,26,7,7,40,3
gnd:4048476-2,Ratgeber,24,14,2,40,3
gnd:4115788-6,Romanische Sprachen,28,2,10,40,3
gnd:4299802-5,Scheitern,24,7,9,40,3
gnd:4198287-3,Sklavenhandel,25,9,6,40,3
gnd:4132367-1,Souveränität,22,7,11,40,3
gnd:4055772-8,Sozialgeschichte,28,2,10,40,3
gnd:4056505-1,Sprachunterricht,21,5,14,40,3
gnd:4058361-2,Sucht,31,2,7,40,3
gnd:4054423-0,Suizid,25,3,12,40,3
gnd:4184587-0,Technologiepolitik,28,6,6,40,3
gnd:4062163-7,Ursache,28,7,5,40,3
gnd:4409616-1,Verschränkter Zustand,24,13,3,40,3
gnd:4066517-3,Wirtschaftsstatistik,27,4,9,40,3
gnd:4199679-3,Wissenschaftlicher Text,21,6,13,40,3
gnd:4067537-3,Zelle,25,11,4,40,3
gnd:4293034-0,Zugriffskontrolle,28,10,2,40,3
gnd:4128256-5,Änderung,28,5,7,40,3
gnd:4123731-6,Mediendidaktik,30,0,10,40,2
gnd:4002767-3,Arbeitspsychologie,28,5,6,39,3
gnd:4002899-9,Argumentation,23,4,12,39,3
gnd:4267628-9,Bahnplanung,33,3,3,39,3
gnd:4120981-3,Bearbeitung,21,6,12,39,3
gnd:4006020-2,Besetzung,23,5,11,39,3
gnd:4006338-0,Bewerbung,23,8,8,39,3
gnd:4006443-8,Bibliotheksbau,26,9,4,39,3
gnd:4588307-5,Business Intelligence,24,8,7,39,3
gnd:4008784-0,Bürgerkrieg,24,4,11,39,3
gnd:4113240-3,Computertomografie,24,8,7,39,3
gnd:4070087-2,Computerunterstützter Unterricht,30,5,4,39,3
gnd:4014224-3,Elektrizitätsversorgung,29,7,3,39,3
gnd:4195141-4,Fachwissen,28,3,8,39,3
gnd:4372194-1,Facility-Management,23,13,3,39,3
gnd:4017672-1,Flugzeug,31,7,1,39,3
gnd:4057375-8,Galaxie,24,8,7,39,3
gnd:4845903-3,Gender Mainstreaming,23,2,14,39,3
gnd:4023287-6,Handschrift,27,5,7,39,3
gnd:4123382-7,Hirnforschung,25,5,9,39,3
gnd:4030282-9,Keramischer Werkstoff,28,8,3,39,3
gnd:4323274-7,Kostenmanagement,24,6,9,39,3
gnd:4033197-0,Kriminologie,24,4,11,39,3
gnd:4036097-0,Lobbyismus,22,7,10,39,3
gnd:4038463-9,Meinungsfreiheit,23,6,10,39,3
gnd:4074715-3,Mengenlehre,24,10,5,39,3
gnd:4038953-4,Meteorologie,26,7,6,39,3
gnd:4711780-1,Moderne Physik,30,5,4,39,3
gnd:4075001-2,Motivationspsychologie,21,6,12,39,3
gnd:4732034-5,Nanoelektronik,32,5,2,39,3
gnd:4039409-8,Nationale Minderheit,27,4,8,39,3
gnd:4075996-9,Persönlichkeitspsychologie,24,4,11,39,3
gnd:4127537-8,Psycholinguistik,25,5,9,39,3
gnd:4176916-8,Raman-Spektroskopie,24,11,4,39,3
gnd:4302626-6,Raum-Zeit,30,3,6,39,3
gnd:4076570-2,Rechtswissenschaft,23,3,13,39,3
gnd:4048960-7,Reformpolitik,27,6,6,39,3
gnd:4177447-4,Reglerentwurf,24,11,4,39,3
gnd:4136102-7,Rekonstruktion,31,7,1,39,3
gnd:4400948-3,Ressourcenökonomie,25,4,10,39,3
gnd:4116418-0,Schreiben,27,5,7,39,3
gnd:4318717-1,Signaltransduktion,26,7,6,39,3
gnd:4055765-0,Sozialethik,24,3,12,39,3
gnd:4128420-3,Störungstheorie,25,12,2,39,3
gnd:4131336-7,Techniksoziologie,28,5,6,39,3
gnd:4126276-1,Technisches System,27,9,3,39,3
gnd:4059277-7,Technologietransfer,26,10,3,39,3
gnd:4060560-7,Tradition,26,6,7,39,3
gnd:4078620-1,Unternehmenswachstum,26,7,6,39,3
gnd:4131112-7,Visuelle Kommunikation,23,5,11,39,3
gnd:4064286-0,Wahl,33,3,3,39,3
gnd:4066735-2,Wohlfahrtstheorie,21,4,14,39,3
gnd:4068227-4,Zweisprachigkeit,23,4,12,39,3
gnd:4014722-8,Energiespeicherung,30,9,0,39,2
gnd:4214003-1,Anlageverhalten,18,6,14,38,3
gnd:4003920-1,Auswanderung,23,6,9,38,3
gnd:4003961-4,Automatische Spracherkennung,28,9,1,38,3
gnd:4004687-4,Batterie,27,8,3,38,3
gnd:4004923-1,Baurecht,23,5,10,38,3
gnd:4149920-7,Diktatur,28,4,6,38,3
gnd:4012402-2,Diplomatie,31,1,6,38,3
gnd:4131701-4,Einflussnahme,23,4,11,38,3
gnd:4191815-0,Entscheidungsunterstützungssystem,25,8,5,38,3
gnd:4113448-5,Entscheidungsverhalten,26,3,9,38,3
gnd:4015217-0,Erfahrung,22,5,11,38,3
gnd:4113491-6,Expertensystem,26,10,2,38,3
gnd:4020717-1,Gesprochene Sprache,22,7,9,38,3
gnd:4021908-2,Gravitation,28,7,3,38,3
gnd:4022350-4,Grundschulkind,23,4,11,38,3
gnd:7548899-1,Ionische Flüssigkeit,28,5,5,38,3
gnd:7573652-4,Kapitalmarktrecht,24,5,9,38,3
gnd:4003434-3,Kernwaffe,27,6,5,38,3
gnd:4034896-9,Lebensmittelmikrobiologie,29,8,1,38,3
gnd:4074518-1,Managementinformationssystem,28,2,8,38,3
gnd:4209397-1,Maple (Programm),31,3,4,38,3
gnd:4169916-6,Milchkuh,24,7,7,38,3
gnd:4039713-0,Mittelstand,18,4,16,38,3
gnd:4124970-7,Museumsbau,24,10,4,38,3
gnd:4120776-2,Muslimin,21,6,11,38,3
gnd:4290802-4,Männliche Jugend,24,5,9,38,3
gnd:4229761-8,Politische Bewegung,27,1,10,38,3
gnd:4047068-4,Praxis,27,3,8,38,3
gnd:4047103-2,Preisbildung,27,4,7,38,3
gnd:4047118-4,Preispolitik,24,4,10,38,3
gnd:4133922-8,Prozessüberwachung,24,10,4,38,3
gnd:4121444-4,Pädagogische Diagnostik,25,4,9,38,3
gnd:4509863-3,RFID,29,7,2,38,3
gnd:4314726-4,Raumentwicklung,23,11,4,38,3
gnd:4177061-4,Raumfahrttechnik,27,8,3,38,3
gnd:4128412-4,Rechtsdogmatik,21,5,12,38,3
gnd:4793676-9,Schwarmintelligenz,32,2,4,38,3
gnd:7612008-9,Scrum (Vorgehensmodell),27,8,3,38,3
gnd:4132652-0,Softwaretest,28,5,5,38,3
gnd:4055768-6,Sozialgeografie,27,7,4,38,3
gnd:4124227-0,Spätantike,23,7,8,38,3
gnd:4121722-6,Statistisches Modell,26,7,5,38,3
gnd:4184140-2,Supraleiter,28,7,3,38,3
gnd:4078178-1,Technische Chemie,28,8,2,38,3
gnd:4117286-3,Umweltschaden,25,9,4,38,3
gnd:4572791-0,Umweltzertifikathandel,29,2,7,38,3
gnd:4121912-0,Wellenausbreitung,26,10,2,38,3
gnd:4066506-9,Wirtschaftspsychologie,19,4,15,38,3
gnd:4067473-3,Zeitwahrnehmung,29,7,2,38,3
gnd:4681060-2,Übergang (Sozialwissenschaften),23,3,12,38,3
gnd:4610682-0,Mehrkriterielle Optimierung,27,11,0,38,2
gnd:4430243-5,API,27,8,2,37,3
gnd:4378490-2,Abfrageverarbeitung,25,8,4,37,3
gnd:4000457-0,Adaptivregelung,27,9,1,37,3
gnd:4135470-9,Affekt,25,5,7,37,3
gnd:4327906-5,Anthropogener Einfluss,27,8,2,37,3
gnd:4002771-5,Arbeitsschutz,22,11,4,37,3
gnd:4127364-3,Beschäftigungstheorie,22,3,12,37,3
gnd:4145467-4,Bildungseinrichtung,19,5,13,37,3
gnd:4008764-5,Bürger,21,5,11,37,3
gnd:4273564-6,Computerphysik,25,7,5,37,3
gnd:4013874-4,Einkauf,24,1,12,37,3
gnd:4013887-2,Einkommen,25,3,9,37,3
gnd:4015246-7,Ergodentheorie,22,13,2,37,3
gnd:4015604-7,Ethikunterricht,21,5,11,37,3
gnd:4128300-4,Flüchtlingshilfe,21,3,13,37,3
gnd:4018014-1,Fourier-Transformation,25,7,5,37,3
gnd:4464685-9,Framework (Informatik),23,9,5,37,3
gnd:4155441-3,Friedenspolitik,26,2,9,37,3
gnd:4226254-9,Friedliche Revolution in der DDR,25,3,9,37,3
gnd:4061868-7,Fuzzy-Menge,31,5,1,37,3
gnd:4204356-6,Gebäudeleittechnik,28,4,5,37,3
gnd:4020643-9,Gesellschaftskritik,21,6,10,37,3
gnd:4020740-7,Gesteinskunde,28,7,2,37,3
gnd:4021842-9,Graph,29,6,2,37,3
gnd:4024137-3,Heimerziehung,24,3,10,37,3
gnd:4025202-4,Hochfrequenztechnik,27,7,3,37,3
gnd:4025290-5,Hochwasserschutz,30,6,1,37,3
gnd:4025668-6,Holz,26,5,6,37,3
gnd:4026828-7,Industriegesellschaft,19,8,10,37,3
gnd:4026860-3,Industriepolitik,25,8,4,37,3
gnd:4027151-1,Instandsetzung,28,7,2,37,3
gnd:4073328-2,Kaufentscheidung,24,4,9,37,3
gnd:4073410-9,Kinderpsychologie,25,6,6,37,3
gnd:4031011-5,Kleidung,28,3,6,37,3
gnd:4032589-1,Kosten-Nutzen-Analyse,21,5,11,37,3
gnd:4136812-5,Kulturelle Einrichtung,22,1,14,37,3
gnd:4287302-2,Lean Production,24,3,10,37,3
gnd:4114379-6,Lebensmittelproduktion,25,4,8,37,3
gnd:4035096-4,Lehrerfortbildung,24,4,9,37,3
gnd:4035816-1,Lineare Optimierung,20,9,8,37,3
gnd:4114570-7,Mentalität,23,2,12,37,3
gnd:4038936-4,Metaphysik,25,4,8,37,3
gnd:4314977-7,Mobbing,20,4,13,37,3
gnd:4036910-9,Märchen,22,3,12,37,3
gnd:4327473-0,Nanometerbereich,27,4,6,37,3
gnd:4045242-6,Persönlichkeit,23,3,11,37,3
gnd:4195103-7,Privatheit,30,4,3,37,3
gnd:4047346-6,Produktinnovation,24,7,6,37,3
gnd:4125960-9,Produktmanagement,22,5,10,37,3
gnd:4157835-1,Protest,24,4,9,37,3
gnd:4047667-4,Psychiatrie,22,7,8,37,3
gnd:4128082-9,Quantenchromodynamik,27,7,3,37,3
gnd:4193203-1,Rechtsfall,19,6,12,37,3
gnd:4134078-4,Rechtsstellung,24,3,10,37,3
gnd:4050306-9,Römisches Recht,24,2,11,37,3
gnd:4056630-4,Staatsangehörigkeit,28,4,5,37,3
gnd:4056733-3,Stadtgeografie,28,7,2,37,3
gnd:4132272-1,Stochastische Analysis,30,2,5,37,3
gnd:4059351-4,Tektonik,25,11,1,37,3
gnd:4117633-9,Werk,27,7,3,37,3
gnd:4219652-8,Wettbewerbsvorteil,22,7,8,37,3
gnd:4067911-1,Zivilprozess,22,7,8,37,3
gnd:7596595-1,iPhone,29,5,3,37,3
gnd:4394007-9,Achtundsechziger,20,6,10,36,3
gnd:4001480-0,Altertum,25,3,8,36,3
gnd:4129281-9,Altruismus,25,2,9,36,3
gnd:4112532-0,Anreizsystem,28,5,3,36,3
gnd:4002257-2,Antibiotikum,27,6,3,36,3
gnd:4002752-1,Arbeitsorganisation,24,4,8,36,3
gnd:4138757-0,Arbeitssoziologie,24,8,4,36,3
gnd:4004910-3,Bauphysik,24,8,4,36,3
gnd:4144204-0,Bauwesen,22,8,6,36,3
gnd:4069335-1,Berufliche Qualifikation,26,4,6,36,3
gnd:4140124-4,Berufsorientierung,22,3,11,36,3
gnd:4729990-3,Biostatistik,26,8,2,36,3
gnd:4009853-9,Chemische Reaktion,29,4,3,36,3
gnd:7580116-4,Cluster (Wirtschaft),23,4,9,36,3
gnd:4012421-6,Direktmarketing,20,5,11,36,3
gnd:4014733-2,Energieverbrauch,31,2,3,36,3
gnd:4015508-0,Eschatologie,22,4,10,36,3
gnd:4153261-2,Evangelische Religionspädagogik,17,7,12,36,3
gnd:4018908-9,Funktechnik,26,7,3,36,3
gnd:4019614-8,Gedächtnis,25,3,8,36,3
gnd:4743648-7,Grid Computing,27,4,5,36,3
gnd:4022354-1,Grundschulunterricht,26,3,7,36,3
gnd:4022724-8,Habitus,21,4,11,36,3
gnd:4138031-9,Ideengeschichte,27,2,7,36,3
gnd:123322929X,Inklusiver Unterricht,24,5,7,36,3
gnd:4161820-8,Innovationsprozess,26,3,7,36,3
gnd:4162442-7,Irrfahrtsproblem,23,9,4,36,3
gnd:4029823-1,Kartografie,30,4,2,36,3
gnd:4246269-1,Kognitive Linguistik,22,5,9,36,3
gnd:4032393-6,Koordination,22,11,3,36,3
gnd:4165550-3,Kreatives Schreiben,23,4,9,36,3
gnd:4033217-2,Kristallographie,25,5,6,36,3
gnd:4074087-0,Legasthenie,18,3,15,36,3
gnd:4136714-5,Lehren,24,5,7,36,3
gnd:4823394-8,Mediendesign,28,5,3,36,3
gnd:4074722-0,Menschenbild,28,2,6,36,3
gnd:4139311-9,Methodisches Konstruieren,21,10,5,36,3
gnd:4127438-6,Mikrocontroller,30,4,2,36,3
gnd:4752223-9,Minderheit,21,5,10,36,3
gnd:4039987-4,Molekulargenetik,27,3,6,36,3
gnd:4042908-8,Oberflächenbehandlung,27,8,1,36,3
gnd:4346172-4,Objektorientierung,30,5,1,36,3
gnd:4075660-9,Ontologie,20,7,9,36,3
gnd:4043830-2,Organisiertes Verbrechen,22,3,11,36,3
gnd:4047708-3,Psychologische Beratung,19,4,13,36,3
gnd:4129492-0,Schriftsprache,19,4,13,36,3
gnd:4180815-0,Selbstbau,27,7,2,36,3
gnd:4055572-0,Sonnenenergie,30,4,2,36,3
gnd:4055719-4,Soziale Kontrolle,28,5,3,36,3
gnd:4116599-8,Statistische Analyse,28,6,2,36,3
gnd:4057696-6,Stoffübertragung,23,10,3,36,3
gnd:4326741-5,Stressresistenz,22,5,9,36,3
gnd:4058326-0,Subkultur,19,7,10,36,3
gnd:4058640-6,Supervision,22,6,8,36,3
gnd:4197538-8,TCP/IP,28,6,2,36,3
