Record ID,Title,Type,Language,Subject Classification,System 1,Code,System 2,Code,System 3,Code,Gold,Train Freq,Gold Code
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Erzähltechnik | gnd:4124854-5,N,Empirische Sozialforschung | gnd:4014606-6,N,Jugend | gnd:4028859-6,N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Intrige Motiv | gnd:4228137-4,III,Marketing | gnd:4037589-4,III,Jugendbuch | gnd:4306252-0,III,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Literatur | gnd:4035964-5,I,,I,Jugendroman | gnd:4834232-4,I,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Gebäck | gnd:4019489-9,NNN,,NNN,Buch | gnd:4008570-3,NNN,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Tiefenpsychologie | gnd:4060055-5,Y,,Y,Leser | gnd:4035441-6,Y,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Englisch | gnd:4014777-0,N,,N,Fernsehserie | gnd:4154072-4,N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Jugendliteratur | gnd:4028911-4,N,,N,Magie | gnd:4036966-3,N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Kinderliteratur | gnd:4073409-2,I,,I,Fantastische Jugendliteratur | gnd:4123944-1,I,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Erwachsener | gnd:4015431-2,III,,III,Fantastischer Roman | gnd:4129956-5,III,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Lehrmittel | gnd:4074111-4,N,,N,Computerspiel | gnd:4010457-6,N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Deutschunterricht | gnd:4011975-0,N,,N,Marketing | gnd:4037589-4,N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Schuljahr 6 | gnd:4053508-3,N,,N,Analysis | gnd:4001865-9,N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Jugendsachbuch | gnd:4028933-3,NNN,,NNN,Medien | gnd:4169187-8,NNN,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Kindersachbuch | gnd:4163854-2,N,,N,Textanalyse | gnd:4194196-2,N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Digital Humanities | gnd:1038714850,III,,III,Buchmarkt | gnd:4121054-2,III,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Illustration | gnd:4123412-1,N,,N,Literaturwissenschaft | gnd:4036034-9,N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Sekundarstufe | gnd:4077347-4,N,,N,Ventilator | gnd:4062522-9,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Politische Literatur | gnd:4137400-9,Y,Politische Literatur | gnd:4137400-9,Y,Deutsch | gnd:4113292-0,Y,Deutsch | gnd:4113292-0,766,TP
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Politischer Roman | gnd:4239827-7,YYY,Raum der Stille | gnd:7564086-7,YYY,Politische Literatur | gnd:4137400-9,YYY,Politische Literatur | gnd:4137400-9,7,TP
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Deutsch | gnd:4113292-0,III,Weltliteratur | gnd:4189602-6,III,Literatur | gnd:4035964-5,III,Politischer Roman | gnd:4239827-7,2,TP
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Literaturwissenschaft | gnd:4036034-9,YYY,,YYY,Politischer Roman | gnd:4239827-7,YYY,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Germanistik | gnd:4020383-9,I,,I,Politische Theorie | gnd:4046563-9,I,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Wissensvermittlung | gnd:4190121-6,N,,N,Literarischer Text | gnd:4167851-5,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Politischer Unterricht | gnd:4076231-2,Y,,Y,Das Politische | gnd:4136977-4,Y,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Fachdidaktik | gnd:4123176-4,NNN,,NNN,Politik | gnd:4046514-7,NNN,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Literaturpolitik | gnd:4036023-4,NNN,,NNN,Erzähltechnik | gnd:4124854-5,NNN,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Geschichte | gnd:4020517-4,N,,N,Philologie | gnd:4174271-0,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Popliteratur | gnd:4448404-5,N,,N,Philologe | gnd:4199236-2,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Subversion | gnd:4213485-7,N,,N,Spiegelungsraum | gnd:4435335-2,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Prosa | gnd:4047497-5,N,,N,Literaturwissenschaft | gnd:4036034-9,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Untergrundliteratur | gnd:4204547-2,N,,N,Theorie | gnd:4059787-8,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Wissenschaftliches Arbeiten | gnd:4066571-9,N,,N,Text | gnd:4059596-1,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Politikwissenschaftliches Studium | gnd:4205357-2,NNN,,NNN,Erzähltheorie | gnd:4152975-3,NNN,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Politische Wissenschaft | gnd:4076229-4,Y,,Y,Politik Motiv | gnd:4202544-8,Y,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Textanalyse | gnd:4194196-2,N,,N,Raum Motiv | gnd:4225698-7,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Textualität | gnd:4184964-4,N,,N,Gegenwart | gnd:4156301-3,N,,,
3A1738519694,Literarische Reflexionsräume des Politischen : Neuausrichtungen in Erzähltexten der Gegenwart,Thesis,de,(classificationName=linsearch:mapping)lit,Korpus Linguistik | gnd:4165338-5,N,,N,Literarisches Werk | gnd:4195456-7,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Massenmedien | gnd:4037877-9,Y,Literatur | gnd:4035964-5,Y,Literatur | gnd:4035964-5,Y,Prosa | gnd:4047497-5,42,FNM5
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Hominisation | gnd:4072613-7,Y,Englisch | gnd:4014777-0,Y,Mensch | gnd:4038639-9,Y,Rezeption | gnd:4049716-1,448,FNM
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Öffentliche Meinung | gnd:4043152-6,Y,Tiere | gnd:4060087-7,Y,Darwinismus | gnd:4011097-7,Y,Literatur | gnd:4035964-5,1169,TP
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Bildliche Darstellung | gnd:4145419-4,N,,N,Anthropologie | gnd:4002230-4,N,Tiere (Motiv) | gnd:4185464-0,13,FNM
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Evolution | gnd:4071050-6,N,,N,Fiktion | gnd:4192723-0,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Darwinismus | gnd:4011097-7,Y,,Y,Affen Motiv | gnd:4217412-0,Y,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Evolutionstheorie | gnd:4071051-8,N,,N,Angst | gnd:4002053-8,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Literatur | gnd:4035964-5,I,,I,Deutsch | gnd:4113292-0,I,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Evolutionsbiologie | gnd:4153283-1,N,,N,Evolution | gnd:4071050-6,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Humanität Motiv | gnd:4201476-1,I,,I,Englisch | gnd:4014777-0,I,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Mensch | gnd:4038639-9,Y,,Y,Tiere | gnd:4060087-7,Y,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Tiere Motiv | gnd:4185464-0,N,,N,Menschheit | gnd:4169436-3,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Tiere | gnd:4060087-7,N,,N,Angst Motiv | gnd:4245657-5,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Vorstellung | gnd:4064032-2,I,,I,Evolutionstheorie | gnd:4071051-8,I,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Mensch Motiv | gnd:4114567-7,N,,N,Mensch Motiv | gnd:4114567-7,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Kunst | gnd:4114333-4,Y,,Y,Roman | gnd:4050479-7,Y,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Englisch | gnd:4014777-0,N,,N,Kultur | gnd:4125698-0,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Kinderliteratur | gnd:4073409-2,N,,N,Kulturanthropologie | gnd:4133903-4,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Evolution Motiv | gnd:4153281-8,N,,N,Angstbewältigung | gnd:4235839-5,N,,,
3A633917567,"Literature after Darwin : human beasts in western fiction, 1859 - 1939",Thesis,en,(classificationName=linsearch:mapping)lit,Erzählperspektive | gnd:4070948-6,I,,I,Prosa | gnd:4047497-5,I,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Disability Studies | gnd:1057937827,Y,Behinderung | gnd:4112696-8,Y,Behinderung | gnd:4112696-8,Y,Behinderung (Motiv) | gnd:4229239-6,7,FNC
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Fernsehserie | gnd:4154072-4,Y,Heilung | gnd:4024087-3,Y,Krankheit | gnd:4032844-2,Y,Autobiografische Literatur | gnd:4143683-0,9,FNM5
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Behinderung Motiv | gnd:4229239-6,Y,Krankheit | gnd:4032844-2,Y,Krankheit Motiv | gnd:4114304-8,Y,Krankheit (Motiv) | gnd:4114304-8,5,TP
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Literatur | gnd:4035964-5,Y,Erlebnis | gnd:4134679-8,Y,Gesundheit | gnd:4020754-7,Y,Krankheit | gnd:4032844-2,47,TP
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Behinderung | gnd:4112696-8,Y,Lebenslauf | gnd:4034869-6,Y,Wohlbefinden | gnd:4124481-3,Y,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Geistige Behinderung Motiv | gnd:1066412162,Y,,Y,Autobiografie | gnd:4003939-0,Y,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Englisch | gnd:4014777-0,Y,,Y,Behinderung Motiv | gnd:4229239-6,Y,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Jugendliteratur | gnd:4028911-4,N,,N,Erzählung | gnd:4015464-6,N,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Alzheimerkrankheit Motiv | gnd:103353207X,N,,N,Schriftsteller | gnd:4053309-8,N,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Alzheimerkrankheit | gnd:4112510-1,N,,N,Diskurs | gnd:4012475-7,N,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Kulturwissenschaften | gnd:4033597-5,I,,I,Literatur | gnd:4035964-5,I,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Gesellschaft | gnd:4020588-5,N,,N,Narrativität | gnd:4379691-6,N,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Kultur | gnd:4125698-0,Y,,Y,Heilung | gnd:4024087-3,Y,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Fähigkeit | gnd:4153521-2,N,,N,Erzähltechnik | gnd:4124854-5,N,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Internationaler Vergleich | gnd:4120509-1,N,,N,Kur | gnd:4033776-5,N,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Pädagogik | gnd:4044302-4,Y,,Y,Autobiografische Literatur | gnd:4143683-0,Y,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Erfahrung | gnd:4015217-0,I,,I,Chronische Krankheit | gnd:4010176-9,I,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Postkolonialismus | gnd:4566658-1,I,,I,Englisch | gnd:4014777-0,I,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Essstörung | gnd:4113475-8,N,,N,Erzählen | gnd:4132307-5,N,,,
3A860243907,Memoirs of well-being : rewriting discourses of illness and disability,Thesis,en,(classificationName=linsearch:mapping)lit,Erlebnisbericht | gnd:4133254-4,N,,N,Kind | gnd:4030550-8,N,,,
