LabelNorm,RawLabelExample,NumDistinctIDs,TotalCount,Entropy_bits,NormalizedEntropy,HHI,DominantID,DominantCount,DominantShare
meromorphe funktion,Meromorphe Funktion,1,11,-0.0,0.0,1.0,gnd:4136862-9,11,1.0
mikrobearbeitung,Mikrobearbeitung,1,11,-0.0,0.0,1.0,gnd:4582923-8,11,1.0
mint-fächer,MINT-Fächer,1,11,-0.0,0.0,1.0,gnd:1175990566,11,1.0
modallogik,Modallogik,1,11,-0.0,0.0,1.0,gnd:4074914-9,11,1.0
modellbau,Modellbau,1,11,-0.0,0.0,1.0,gnd:4039806-7,11,1.0
molekulare bioinformatik,Molekulare Bioinformatik,1,11,-0.0,0.0,1.0,gnd:4531334-9,11,1.0
monarchie,Monarchie,1,11,-0.0,0.0,1.0,gnd:4040034-7,11,1.0
moralische entwicklung,Moralische Entwicklung,1,11,-0.0,0.0,1.0,gnd:4170537-3,11,1.0
morphosyntax,Morphosyntax,1,11,-0.0,0.0,1.0,gnd:4114635-9,11,1.0
motorisches lernen,Motorisches Lernen,1,11,-0.0,0.0,1.0,gnd:4170603-1,11,1.0
multicastingverfahren,Multicastingverfahren,1,11,-0.0,0.0,1.0,gnd:4236381-0,11,1.0
multiple sklerose,Multiple Sklerose,1,11,-0.0,0.0,1.0,gnd:4040693-3,11,1.0
musikleben,Musikleben,1,11,-0.0,0.0,1.0,gnd:4075128-4,11,1.0
musische erziehung,Musische Erziehung,1,11,-0.0,0.0,1.0,gnd:4040890-5,11,1.0
mykotoxin,Mykotoxin,1,11,-0.0,0.0,1.0,gnd:4040984-3,11,1.0
mythos (motiv),Mythos (Motiv),1,11,-0.0,0.0,1.0,gnd:4202767-6,11,1.0
mäzenatentum,Mäzenatentum,1,11,-0.0,0.0,1.0,gnd:4074442-5,11,1.0
nahrungsaufnahme,Nahrungsaufnahme,1,11,-0.0,0.0,1.0,gnd:4126368-6,11,1.0
nationalsozialismus (motiv),Nationalsozialismus (Motiv),1,11,-0.0,0.0,1.0,gnd:4115345-5,11,1.0
naturnahe gestaltung,Naturnahe Gestaltung,1,11,-0.0,0.0,1.0,gnd:4249691-3,11,1.0
neokolonialismus,Neokolonialismus,1,11,-0.0,0.0,1.0,gnd:4115362-5,11,1.0
netzeffekt,Netzeffekt,1,11,-0.0,0.0,1.0,gnd:4246990-9,11,1.0
netzplanung,Netzplanung,1,11,-0.0,0.0,1.0,gnd:4171522-6,11,1.0
neue musik,Neue Musik,1,11,-0.0,0.0,1.0,gnd:4428235-7,11,1.0
neue soziale bewegung,Neue soziale Bewegung,1,11,-0.0,0.0,1.0,gnd:4286568-2,11,1.0
nichtkommutative algebra,Nichtkommutative Algebra,1,11,-0.0,0.0,1.0,gnd:4304013-5,11,1.0
nichtlineare mechanik,Nichtlineare Mechanik,1,11,-0.0,0.0,1.0,gnd:4042095-4,11,1.0
nichtparametrisches verfahren,Nichtparametrisches Verfahren,1,11,-0.0,0.0,1.0,gnd:4339273-8,11,1.0
nicotiana attenuata,Nicotiana attenuata,1,11,-0.0,0.0,1.0,gnd:4626532-6,11,1.0
niederdeutsch,Niederdeutsch,1,11,-0.0,0.0,1.0,gnd:4042178-8,11,1.0
niederländisch,Niederländisch,1,11,-0.0,0.0,1.0,gnd:4122614-8,11,1.0
niedriglohn,Niedriglohn,1,11,-0.0,0.0,1.0,gnd:4437731-9,11,1.0
nucleinsäuren,Nucleinsäuren,1,11,-0.0,0.0,1.0,gnd:4172117-2,11,1.0
nuklearmedizin,Nuklearmedizin,1,11,-0.0,0.0,1.0,gnd:4042770-5,11,1.0
oberschicht,Oberschicht,1,11,-0.0,0.0,1.0,gnd:4042976-3,11,1.0
office 365,Office 365,1,11,-0.0,0.0,1.0,gnd:7753916-3,11,1.0
offshore-technik,Offshore-Technik,1,11,-0.0,0.0,1.0,gnd:4125537-9,11,1.0
oligomere,Oligomere,1,11,-0.0,0.0,1.0,gnd:4212195-4,11,1.0
opferschutz,Opferschutz,1,11,-0.0,0.0,1.0,gnd:4315073-1,11,1.0
orchideen,Orchideen,1,11,-0.0,0.0,1.0,gnd:4043721-8,11,1.0
ordnung,Ordnung,1,11,-0.0,0.0,1.0,gnd:4043744-9,11,1.0
ordnungswidrigkeitenrecht,Ordnungswidrigkeitenrecht,1,11,-0.0,0.0,1.0,gnd:4115460-5,11,1.0
organischer stoff,Organischer Stoff,1,11,-0.0,0.0,1.0,gnd:4203832-7,11,1.0
orientalismus (kunst),Orientalismus (Kunst),1,11,-0.0,0.0,1.0,gnd:4252308-4,11,1.0
orientierung,Orientierung,1,11,-0.0,0.0,1.0,gnd:4043869-7,11,1.0
palliativpflege,Palliativpflege,1,11,-0.0,0.0,1.0,gnd:7730204-7,11,1.0
parallelrechner,Parallelrechner,1,11,-0.0,0.0,1.0,gnd:4173280-7,11,1.0
parteienfinanzierung,Parteienfinanzierung,1,11,-0.0,0.0,1.0,gnd:4044747-9,11,1.0
partnerschaftskonflikt,Partnerschaftskonflikt,1,11,-0.0,0.0,1.0,gnd:4123916-7,11,1.0
partnerwahl,Partnerwahl,1,11,-0.0,0.0,1.0,gnd:4044795-9,11,1.0
passivhaus,Passivhaus,1,11,-0.0,0.0,1.0,gnd:4521893-6,11,1.0
perl (programmiersprache),Perl (Programmiersprache),1,11,-0.0,0.0,1.0,gnd:4307836-9,11,1.0
pflanzenanatomie,Pflanzenanatomie,1,11,-0.0,0.0,1.0,gnd:4045543-9,11,1.0
philologie,Philologie,1,11,-0.0,0.0,1.0,gnd:4174271-0,11,1.0
pietismus,Pietismus,1,11,-0.0,0.0,1.0,gnd:4046049-6,11,1.0
platzgestaltung,Platzgestaltung,1,11,-0.0,0.0,1.0,gnd:4241493-3,11,1.0
podcast,Podcast,1,11,-0.0,0.0,1.0,gnd:7527248-9,11,1.0
politische mobilisierung,Politische Mobilisierung,1,11,-0.0,0.0,1.0,gnd:4277493-7,11,1.0
politische planung,Politische Planung,1,11,-0.0,0.0,1.0,gnd:4115587-7,11,1.0
predigt,Predigt,1,11,-0.0,0.0,1.0,gnd:4047089-1,11,1.0
preisträger,Preisträger,1,11,-0.0,0.0,1.0,gnd:4115624-9,11,1.0
private altersversorgung,Private Altersversorgung,1,11,-0.0,0.0,1.0,gnd:4665610-8,11,1.0
private equity,Private Equity,1,11,-0.0,0.0,1.0,gnd:7594875-8,11,1.0
private krankenversicherung,Private Krankenversicherung,1,11,-0.0,0.0,1.0,gnd:4047291-7,11,1.0
produktionsorganisation,Produktionsorganisation,1,11,-0.0,0.0,1.0,gnd:4175805-5,11,1.0
produktpiraterie,Produktpiraterie,1,11,-0.0,0.0,1.0,gnd:4246534-5,11,1.0
produzentenhaftung,Produzentenhaftung,1,11,-0.0,0.0,1.0,gnd:4047375-2,11,1.0
provenienzforschung,Provenienzforschung,1,11,-0.0,0.0,1.0,gnd:7697228-8,11,1.0
prozessanalyse,Prozessanalyse,1,11,-0.0,0.0,1.0,gnd:4136607-4,11,1.0
psychoanalytische pädagogik,Psychoanalytische Pädagogik,1,11,-0.0,0.0,1.0,gnd:4135174-5,11,1.0
psychosomatik,Psychosomatik,1,11,-0.0,0.0,1.0,gnd:4076418-7,11,1.0
psychosoziale betreuung,Psychosoziale Betreuung,1,11,-0.0,0.0,1.0,gnd:4276870-6,11,1.0
pädagogische einrichtung,Pädagogische Einrichtung,1,11,-0.0,0.0,1.0,gnd:4152997-2,11,1.0
quantenkryptologie,Quantenkryptologie,1,11,-0.0,0.0,1.0,gnd:4596917-6,11,1.0
radioaktivität,Radioaktivität,1,11,-0.0,0.0,1.0,gnd:4048198-0,11,1.0
radiologie,Radiologie,1,11,-0.0,0.0,1.0,gnd:4048213-3,11,1.0
ramsey-theorie,Ramsey-Theorie,1,11,-0.0,0.0,1.0,gnd:4212682-4,11,1.0
rassismus (motiv),Rassismus (Motiv),1,11,-0.0,0.0,1.0,gnd:4306688-4,11,1.0
reaktions-diffusionsgleichung,Reaktions-Diffusionsgleichung,1,11,-0.0,0.0,1.0,gnd:4323967-5,11,1.0
rechnen,Rechnen,1,11,-0.0,0.0,1.0,gnd:4048716-7,11,1.0
rechtfertigung,Rechtfertigung,1,11,-0.0,0.0,1.0,gnd:4048748-9,11,1.0
rechtmäßigkeit,Rechtmäßigkeit,1,11,-0.0,0.0,1.0,gnd:4177190-4,11,1.0
rechtskultur,Rechtskultur,1,11,-0.0,0.0,1.0,gnd:4436016-2,11,1.0
rekombinantes protein,Rekombinantes Protein,1,11,-0.0,0.0,1.0,gnd:4277353-2,11,1.0
rekombination,Rekombination,1,11,-0.0,0.0,1.0,gnd:4049338-6,11,1.0
relativistische quantenmechanik,Relativistische Quantenmechanik,1,11,-0.0,0.0,1.0,gnd:4177687-2,11,1.0
religiöse verfolgung,Religiöse Verfolgung,1,11,-0.0,0.0,1.0,gnd:4221524-9,11,1.0
rendite,Rendite,1,11,-0.0,0.0,1.0,gnd:4049459-7,11,1.0
resozialisierung,Resozialisierung,1,11,-0.0,0.0,1.0,gnd:4128233-4,11,1.0
ressourcenallokation,Ressourcenallokation,1,11,-0.0,0.0,1.0,gnd:4129283-2,11,1.0
rettungswesen,Rettungswesen,1,11,-0.0,0.0,1.0,gnd:4049626-0,11,1.0
ritter,Ritter,1,11,-0.0,0.0,1.0,gnd:4050152-8,11,1.0
rutheniumkomplexe,Rutheniumkomplexe,1,11,-0.0,0.0,1.0,gnd:4266702-1,11,1.0
rückwanderung,Rückwanderung,1,11,-0.0,0.0,1.0,gnd:4050863-8,11,1.0
sales-promotion,Sales-promotion,1,11,-0.0,0.0,1.0,gnd:4076968-9,11,1.0
schiedsgerichtsbarkeit,Schiedsgerichtsbarkeit,1,11,-0.0,0.0,1.0,gnd:4052348-2,11,1.0
schiedsrichterliches verfahren,Schiedsrichterliches Verfahren,1,11,-0.0,0.0,1.0,gnd:4121615-5,11,1.0
schlepper,Schlepper,1,11,-0.0,0.0,1.0,gnd:4052673-2,11,1.0
schloss,Schloss,1,11,-0.0,0.0,1.0,gnd:4052753-0,11,1.0
schwerbehinderung,Schwerbehinderung,1,11,-0.0,0.0,1.0,gnd:4335203-0,11,1.0
scientology,Scientology,1,11,-0.0,0.0,1.0,gnd:4054027-3,11,1.0
seele,Seele,1,11,-0.0,0.0,1.0,gnd:4054146-0,11,1.0
sekretariat,Sekretariat,1,11,-0.0,0.0,1.0,gnd:4180782-0,11,1.0
sektoraler strukturwandel,Sektoraler Strukturwandel,1,11,-0.0,0.0,1.0,gnd:4126823-4,11,1.0
selbstmordattentat,Selbstmordattentat,1,11,-0.0,0.0,1.0,gnd:4738429-3,11,1.0
semasiologie,Semasiologie,1,11,-0.0,0.0,1.0,gnd:4077365-6,11,1.0
sicherheit und ordnung,Sicherheit und Ordnung,1,11,-0.0,0.0,1.0,gnd:4128511-6,11,1.0
simultaneous engineering,Simultaneous Engineering,1,11,-0.0,0.0,1.0,gnd:4380508-5,11,1.0
solid edge (programm),Solid Edge (Programm),1,11,-0.0,0.0,1.0,gnd:4723824-0,11,1.0
solidarische ökonomie,Solidarische Ökonomie,1,11,-0.0,0.0,1.0,gnd:7737198-7,11,1.0
sozialarbeiter,Sozialarbeiter,1,11,-0.0,0.0,1.0,gnd:4055680-3,11,1.0
sozialdienst,Sozialdienst,1,11,-0.0,0.0,1.0,gnd:4077559-8,11,1.0
soziale frage,Soziale Frage,1,11,-0.0,0.0,1.0,gnd:4055717-0,11,1.0
sozialer abstieg,Sozialer Abstieg,1,11,-0.0,0.0,1.0,gnd:4201941-2,11,1.0
sozialpädagogische familienhilfe,Sozialpädagogische Familienhilfe,1,11,-0.0,0.0,1.0,gnd:4124223-3,11,1.0
soziokultureller faktor,Soziokultureller Faktor,1,11,-0.0,0.0,1.0,gnd:4323345-4,11,1.0
spielplatz,Spielplatz,1,11,-0.0,0.0,1.0,gnd:4056237-2,11,1.0
spindynamik,Spindynamik,1,11,-0.0,0.0,1.0,gnd:4417075-0,11,1.0
spintronik,Spintronik,1,11,-0.0,0.0,1.0,gnd:7755384-6,11,1.0
sportgerät,Sportgerät,1,11,-0.0,0.0,1.0,gnd:4056386-8,11,1.0
sportliche aktivität,Sportliche Aktivität,1,11,-0.0,0.0,1.0,gnd:4182459-3,11,1.0
sportverletzung,Sportverletzung,1,11,-0.0,0.0,1.0,gnd:4056436-8,11,1.0
sprachverstehen,Sprachverstehen,1,11,-0.0,0.0,1.0,gnd:4077744-3,11,1.0
sprecherziehung,Sprecherziehung,1,11,-0.0,0.0,1.0,gnd:4056519-1,11,1.0
sputtern,Sputtern,1,11,-0.0,0.0,1.0,gnd:4182614-0,11,1.0
step 7,STEP 7,1,11,-0.0,0.0,1.0,gnd:4447857-4,11,1.0
sterblichkeit,Sterblichkeit,1,11,-0.0,0.0,1.0,gnd:4057312-6,11,1.0
stereotypisierung,Stereotypisierung,1,11,-0.0,0.0,1.0,gnd:4183130-5,11,1.0
steuerberatungsbetrieb,Steuerberatungsbetrieb,1,11,-0.0,0.0,1.0,gnd:4140667-9,11,1.0
steuerwirkung,Steuerwirkung,1,11,-0.0,0.0,1.0,gnd:4183235-8,11,1.0
stickstoff,Stickstoff,1,11,-0.0,0.0,1.0,gnd:4125639-6,11,1.0
stochastische optimale kontrolle,Stochastische optimale Kontrolle,1,11,-0.0,0.0,1.0,gnd:4207850-7,11,1.0
strafgefangener,Strafgefangener,1,11,-0.0,0.0,1.0,gnd:4057788-0,11,1.0
strafvollzugsrecht,Strafvollzugsrecht,1,11,-0.0,0.0,1.0,gnd:4124260-9,11,1.0
strukturalismus,Strukturalismus,1,11,-0.0,0.0,1.0,gnd:4058129-9,11,1.0
städtebaurecht,Städtebaurecht,1,11,-0.0,0.0,1.0,gnd:4182776-4,11,1.0
synthese,Synthese,1,11,-0.0,0.0,1.0,gnd:4418958-8,11,1.0
systemintegration,Systemintegration,1,11,-0.0,0.0,1.0,gnd:4464875-3,11,1.0
systemmodell,Systemmodell,1,11,-0.0,0.0,1.0,gnd:4304916-3,11,1.0
systemvergleich,Systemvergleich,1,11,-0.0,0.0,1.0,gnd:4058813-0,11,1.0
t-quark,t-Quark,1,11,-0.0,0.0,1.0,gnd:4185791-4,11,1.0
taoismus,Taoismus,1,11,-0.0,0.0,1.0,gnd:4059039-2,11,1.0
targeted drug delivery,Targeted drug delivery,1,11,-0.0,0.0,1.0,gnd:4302415-4,11,1.0
temperaturmessung,Temperaturmessung,1,11,-0.0,0.0,1.0,gnd:4133187-4,11,1.0
tempus,Tempus,1,11,-0.0,0.0,1.0,gnd:4059446-4,11,1.0
tensoranalysis,Tensoranalysis,1,11,-0.0,0.0,1.0,gnd:4204323-2,11,1.0
themenzentrierte interaktion,Themenzentrierte Interaktion,1,11,-0.0,0.0,1.0,gnd:4078239-6,11,1.0
thermoanalyse,Thermoanalyse,1,11,-0.0,0.0,1.0,gnd:4135675-5,11,1.0
tierversuch,Tierversuch,1,11,-0.0,0.0,1.0,gnd:4060137-7,11,1.0
toleranz (technik),Toleranz (Technik),1,11,-0.0,0.0,1.0,gnd:4060356-8,11,1.0
topologische methode,Topologische Methode,1,11,-0.0,0.0,1.0,gnd:4312758-7,11,1.0
topologischer raum,Topologischer Raum,1,11,-0.0,0.0,1.0,gnd:4137586-5,11,1.0
tragverhalten,Tragverhalten,1,11,-0.0,0.0,1.0,gnd:4236763-3,11,1.0
trend,Trend,1,11,-0.0,0.0,1.0,gnd:4138150-6,11,1.0
typo3 cms,TYPO3 CMS,1,11,-0.0,0.0,1.0,gnd:4775100-9,11,1.0
türkisch,Türkisch,1,11,-0.0,0.0,1.0,gnd:4120079-2,11,1.0
uml 2,UML 2,1,11,-0.0,0.0,1.0,gnd:4756651-6,11,1.0
umland,Umland,1,11,-0.0,0.0,1.0,gnd:4315899-7,11,1.0
umverteilung,Umverteilung,1,11,-0.0,0.0,1.0,gnd:4121808-5,11,1.0
umweltaudit,Umweltaudit,1,11,-0.0,0.0,1.0,gnd:4335050-1,11,1.0
umweltsoziologie,Umweltsoziologie,1,11,-0.0,0.0,1.0,gnd:126250502X,11,1.0
unendlichdimensionales system,Unendlichdimensionales System,1,11,-0.0,0.0,1.0,gnd:4207956-1,11,1.0
unendlichkeit,Unendlichkeit,1,11,-0.0,0.0,1.0,gnd:4136067-9,11,1.0
universalismus,Universalismus,1,11,-0.0,0.0,1.0,gnd:4186917-5,11,1.0
unterirdische lagerung,Unterirdische Lagerung,1,11,-0.0,0.0,1.0,gnd:4187003-7,11,1.0
unterrichtseinheit,Unterrichtseinheit,1,11,-0.0,0.0,1.0,gnd:4187074-8,11,1.0
unvollkommene information,Unvollkommene Information,1,11,-0.0,0.0,1.0,gnd:4140474-9,11,1.0
vektorfeld,Vektorfeld,1,11,-0.0,0.0,1.0,gnd:4139571-2,11,1.0
vereinigung,Vereinigung,1,11,-0.0,0.0,1.0,gnd:4201989-8,11,1.0
verkehrsinformation,Verkehrsinformation,1,11,-0.0,0.0,1.0,gnd:4467581-1,11,1.0
verleger,Verleger,1,11,-0.0,0.0,1.0,gnd:4138343-6,11,1.0
verpackungstechnik,Verpackungstechnik,1,11,-0.0,0.0,1.0,gnd:4187932-6,11,1.0
verständigung,Verständigung,1,11,-0.0,0.0,1.0,gnd:4122399-8,11,1.0
verteilte programmierung,Verteilte Programmierung,1,11,-0.0,0.0,1.0,gnd:4421492-3,11,1.0
vertriebener,Vertriebener,1,11,-0.0,0.0,1.0,gnd:4078868-4,11,1.0
verwertung,Verwertung,1,11,-0.0,0.0,1.0,gnd:4188158-8,11,1.0
vhdl,VHDL,1,11,-0.0,0.0,1.0,gnd:4254792-1,11,1.0
videotechnik,Videotechnik,1,11,-0.0,0.0,1.0,gnd:4063466-8,11,1.0
volksabstimmung,Volksabstimmung,1,11,-0.0,0.0,1.0,gnd:4134790-0,11,1.0
volksgemeinschaft,Volksgemeinschaft,1,11,-0.0,0.0,1.0,gnd:4273270-0,11,1.0
wasserreinigung,Wasserreinigung,1,11,-0.0,0.0,1.0,gnd:4274580-9,11,1.0
weinbau,Weinbau,1,11,-0.0,0.0,1.0,gnd:4065136-8,11,1.0
weinherstellung,Weinherstellung,1,11,-0.0,0.0,1.0,gnd:4189467-4,11,1.0
wettervorhersage,Wettervorhersage,1,11,-0.0,0.0,1.0,gnd:4079256-0,11,1.0
wiener schule (wirtschaftswissenschaften),Wiener Schule (Wirtschaftswissenschaften),1,11,-0.0,0.0,1.0,gnd:4140691-6,11,1.0
wirtschaft (motiv),Wirtschaft (Motiv),1,11,-0.0,0.0,1.0,gnd:4190031-5,11,1.0
wirtschaftliche elite,Wirtschaftliche Elite,1,11,-0.0,0.0,1.0,gnd:4372106-0,11,1.0
wirtschaftsdidaktik,Wirtschaftsdidaktik,1,11,-0.0,0.0,1.0,gnd:4190046-7,11,1.0
wohlfahrtsverband,Wohlfahrtsverband,1,11,-0.0,0.0,1.0,gnd:4079366-7,11,1.0
wässrige lösung,Wässrige Lösung,1,11,-0.0,0.0,1.0,gnd:4124928-8,11,1.0
zeitarbeit,Zeitarbeit,1,11,-0.0,0.0,1.0,gnd:4190589-1,11,1.0
zeitfragen,Zeitfragen,1,11,-0.0,0.0,1.0,gnd:4067475-7,11,1.0
zellulares mobilfunksystem,Zellulares Mobilfunksystem,1,11,-0.0,0.0,1.0,gnd:4387563-4,11,1.0
zentralnervensystem,Zentralnervensystem,1,11,-0.0,0.0,1.0,gnd:4067637-7,11,1.0
zielerkennung,Zielerkennung,1,11,-0.0,0.0,1.0,gnd:4190792-9,11,1.0
zierpflanzenbau,Zierpflanzenbau,1,11,-0.0,0.0,1.0,gnd:4067765-5,11,1.0
zivilbevölkerung,Zivilbevölkerung,1,11,-0.0,0.0,1.0,gnd:4190984-7,11,1.0
zoonose,Zoonose,1,11,-0.0,0.0,1.0,gnd:4121949-1,11,1.0
zufallsvariable,Zufallsvariable,1,11,-0.0,0.0,1.0,gnd:4129514-6,11,1.0
zwangsarbeiter,Zwangsarbeiter,1,11,-0.0,0.0,1.0,gnd:4121950-8,11,1.0
ästuar,Ästuar,1,11,-0.0,0.0,1.0,gnd:4000631-1,11,1.0
öffentlich-rechtlicher rundfunk,Öffentlich-rechtlicher Rundfunk,1,11,-0.0,0.0,1.0,gnd:4129430-0,11,1.0
ökotourismus,Ökotourismus,1,11,-0.0,0.0,1.0,gnd:4372085-7,11,1.0
ölhydraulik,Ölhydraulik,1,11,-0.0,0.0,1.0,gnd:4139398-3,11,1.0
abap,ABAP,1,10,-0.0,0.0,1.0,gnd:4610511-6,10,1.0
abbildungsfehler,Abbildungsfehler,1,10,-0.0,0.0,1.0,gnd:4132894-2,10,1.0
abfragesprache,Abfragesprache,1,10,-0.0,0.0,1.0,gnd:4134011-5,10,1.0
abhängigkeit,Abhängigkeit,1,10,-0.0,0.0,1.0,gnd:4000145-3,10,1.0
abschiebung,Abschiebung,1,10,-0.0,0.0,1.0,gnd:4226850-3,10,1.0
abwägung,Abwägung,1,10,-0.0,0.0,1.0,gnd:4141183-3,10,1.0
adaptive optik,Adaptive Optik,1,10,-0.0,0.0,1.0,gnd:4285929-3,10,1.0
additionsreaktion,Additionsreaktion,1,10,-0.0,0.0,1.0,gnd:4141380-5,10,1.0
adoption,Adoption,1,10,-0.0,0.0,1.0,gnd:4000522-7,10,1.0
ads-cft-korrespondenz,AdS-CFT-Korrespondenz,1,10,-0.0,0.0,1.0,gnd:7752120-1,10,1.0
affektive entwicklung,Affektive Entwicklung,1,10,-0.0,0.0,1.0,gnd:4141552-8,10,1.0
afghanistankrieg (2001-2021),Afghanistankrieg (2001-2021),1,10,-0.0,0.0,1.0,gnd:4997894-9,10,1.0
afrikabild,Afrikabild,1,10,-0.0,0.0,1.0,gnd:4133133-3,10,1.0
algebraische gruppe,Algebraische Gruppe,1,10,-0.0,0.0,1.0,gnd:4001164-1,10,1.0
algebraische kurve,Algebraische Kurve,1,10,-0.0,0.0,1.0,gnd:4001165-3,10,1.0
algebraische mannigfaltigkeit,Algebraische Mannigfaltigkeit,1,10,-0.0,0.0,1.0,gnd:4128509-8,10,1.0
alkoholkonsum,Alkoholkonsum,1,10,-0.0,0.0,1.0,gnd:4001223-2,10,1.0
alkylierung,Alkylierung,1,10,-0.0,0.0,1.0,gnd:4217435-1,10,1.0
allegorie,Allegorie,1,10,-0.0,0.0,1.0,gnd:4001236-0,10,1.0
allgemeine psychologie,Allgemeine Psychologie,1,10,-0.0,0.0,1.0,gnd:4141943-1,10,1.0
alte sorte,Alte Sorte,1,10,-0.0,0.0,1.0,gnd:4502749-3,10,1.0
altenbildung,Altenbildung,1,10,-0.0,0.0,1.0,gnd:4068588-3,10,1.0
altengerechtes wohnen,Altengerechtes Wohnen,1,10,-0.0,0.0,1.0,gnd:4525200-2,10,1.0
altenpolitik,Altenpolitik,1,10,-0.0,0.0,1.0,gnd:4226550-2,10,1.0
altertumswissenschaft,Altertumswissenschaft,1,10,-0.0,0.0,1.0,gnd:4134281-1,10,1.0
amerikabild,Amerikabild,1,10,-0.0,0.0,1.0,gnd:4001671-7,10,1.0
amerikanische revolution,Amerikanische Revolution,1,10,-0.0,0.0,1.0,gnd:4187276-9,10,1.0
amerikanisierung,Amerikanisierung,1,10,-0.0,0.0,1.0,gnd:4221615-1,10,1.0
amerikanistik,Amerikanistik,1,10,-0.0,0.0,1.0,gnd:4142196-6,10,1.0
analogie,Analogie,1,10,-0.0,0.0,1.0,gnd:4197814-6,10,1.0
analytische funktion,Analytische Funktion,1,10,-0.0,0.0,1.0,gnd:4142348-3,10,1.0
analytische zahlentheorie,Analytische Zahlentheorie,1,10,-0.0,0.0,1.0,gnd:4001870-2,10,1.0
anforderung,Anforderung,1,10,-0.0,0.0,1.0,gnd:4135103-4,10,1.0
arbeitsangebot,Arbeitsangebot,1,10,-0.0,0.0,1.0,gnd:4112565-4,10,1.0
arbeitskräftemangel,Arbeitskräftemangel,1,10,-0.0,0.0,1.0,gnd:4279705-6,10,1.0
arbeitsmarktforschung,Arbeitsmarktforschung,1,10,-0.0,0.0,1.0,gnd:4253128-7,10,1.0
archivalien,Archivalien,1,10,-0.0,0.0,1.0,gnd:4142968-0,10,1.0
artefakt,Artefakt,1,10,-0.0,0.0,1.0,gnd:4143114-5,10,1.0
arzneimittelrecht,Arzneimittelrecht,1,10,-0.0,0.0,1.0,gnd:4003139-1,10,1.0
asset-backed security,Asset-Backed Security,1,10,-0.0,0.0,1.0,gnd:4343344-3,10,1.0
asylbewerberunterkunft,Asylbewerberunterkunft,1,10,-0.0,0.0,1.0,gnd:4307158-2,10,1.0
asymptotische statistik,Asymptotische Statistik,1,10,-0.0,0.0,1.0,gnd:4203167-9,10,1.0
asymptotisches lösungsverhalten,Asymptotisches Lösungsverhalten,1,10,-0.0,0.0,1.0,gnd:4134367-0,10,1.0
attosekundenbereich,Attosekundenbereich,1,10,-0.0,0.0,1.0,gnd:4842731-7,10,1.0
attraktor,Attraktor,1,10,-0.0,0.0,1.0,gnd:4140563-8,10,1.0
aufklärung (kriminologie),Aufklärung (Kriminologie),1,10,-0.0,0.0,1.0,gnd:4236561-2,10,1.0
aufschluss (geologie),Aufschluss (Geologie),1,10,-0.0,0.0,1.0,gnd:4143419-5,10,1.0
aufzug (fördermittel),Aufzug (Fördermittel),1,10,-0.0,0.0,1.0,gnd:4129902-4,10,1.0
ausdauertraining,Ausdauertraining,1,10,-0.0,0.0,1.0,gnd:4130000-2,10,1.0
ausgangsmaterial,Ausgangsmaterial,1,10,-0.0,0.0,1.0,gnd:4143518-7,10,1.0
ausnahmezustand,Ausnahmezustand,1,10,-0.0,0.0,1.0,gnd:4128999-7,10,1.0
außeruniversitäre forschungseinrichtung,Außeruniversitäre Forschungseinrichtung,1,10,-0.0,0.0,1.0,gnd:4170224-4,10,1.0
batteriefahrzeug,Batteriefahrzeug,1,10,-0.0,0.0,1.0,gnd:4144126-6,10,1.0
baugrube,Baugrube,1,10,-0.0,0.0,1.0,gnd:4004790-8,10,1.0
baumaschine,Baumaschine,1,10,-0.0,0.0,1.0,gnd:4136602-5,10,1.0
baumechanik,Baumechanik,1,10,-0.0,0.0,1.0,gnd:4355658-9,10,1.0
baustelleneinrichtung,Baustelleneinrichtung,1,10,-0.0,0.0,1.0,gnd:4134253-7,10,1.0
behaglichkeit,Behaglichkeit,1,10,-0.0,0.0,1.0,gnd:4005257-6,10,1.0
berührungslose messung,Berührungslose Messung,1,10,-0.0,0.0,1.0,gnd:4236803-0,10,1.0
beschaffungslogistik,Beschaffungslogistik,1,10,-0.0,0.0,1.0,gnd:4254827-5,10,1.0
beschichtungsstoff,Beschichtungsstoff,1,10,-0.0,0.0,1.0,gnd:4144864-9,10,1.0
bestandsmanagement,Bestandsmanagement,1,10,-0.0,0.0,1.0,gnd:4423366-8,10,1.0
bestimmtheitsgebot,Bestimmtheitsgebot,1,10,-0.0,0.0,1.0,gnd:4006070-6,10,1.0
betonschaden,Betonschaden,1,10,-0.0,0.0,1.0,gnd:4144997-6,10,1.0
betriebliche kennzahl,Betriebliche Kennzahl,1,10,-0.0,0.0,1.0,gnd:4069378-8,10,1.0
betriebsfestigkeit,Betriebsfestigkeit,1,10,-0.0,0.0,1.0,gnd:4006178-4,10,1.0
betriebsführung,Betriebsführung,1,10,-0.0,0.0,1.0,gnd:4006179-6,10,1.0
bewegungsanalyse,Bewegungsanalyse,1,10,-0.0,0.0,1.0,gnd:4122917-4,10,1.0
bibliotheksverwaltung,Bibliotheksverwaltung,1,10,-0.0,0.0,1.0,gnd:4132641-6,10,1.0
bildauswertung,Bildauswertung,1,10,-0.0,0.0,1.0,gnd:4145394-3,10,1.0
bildbetrachtung,Bildbetrachtung,1,10,-0.0,0.0,1.0,gnd:4132569-2,10,1.0
